Gender,Age,Height,Weight,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS,target
Male,16.840455,1.834975,103.726461,no,yes,1.635318,2.996116,Sometimes,no,1.393372,no,0.773264,1.759173,Sometimes,Public_Transportation,0
Male,14.680765,1.781027,96.294667,no,yes,1.915281,2.350260,Sometimes,no,1.967195,no,1.518393,1.213515,Sometimes,Public_Transportation,0
Female,20.152315,1.686988,90.773849,yes,yes,2.815679,1.204903,Sometimes,no,2.089338,no,0.098658,1.057045,Sometimes,Public_Transportation,0
Female,19.681252,1.723107,83.651865,no,yes,2.395483,2.062567,Sometimes,no,1.303179,no,1.786271,0.604303,Frequently,Public_Transportation,0
Female,28.006600,1.672800,70.764414,yes,yes,1.148749,2.926580,Sometimes,no,2.589653,no,2.108390,0.688603,Sometimes,Public_Transportation,0
Female,21.475663,1.665798,47.590097,yes,no,2.421835,3.821388,Sometimes,no,2.257269,no,0.732947,1.869842,Sometimes,Public_Transportation,0
Female,17.373747,1.444593,65.110813,yes,no,1.755828,2.370200,Sometimes,no,1.953895,no,0.430632,1.304500,Sometimes,Public_Transportation,0
Female,22.694951,1.565091,64.352875,yes,yes,1.231062,1.551194,Frequently,no,2.397574,no,1.020960,1.885691,Sometimes,Public_Transportation,0
Male,29.743449,1.751252,119.621683,yes,yes,2.202421,1.371849,Sometimes,no,2.082139,no,1.579774,0.709875,Sometimes,Automobile,1
Male,44.736750,1.753553,115.102665,yes,yes,2.587445,3.370188,Always,no,2.537167,no,2.392485,1.224288,Sometimes,Walking,1
Female,18.366491,1.674999,47.277760,yes,yes,1.029473,3.111132,Sometimes,no,2.524558,no,0.245757,1.242691,Sometimes,Public_Transportation,0
Male,19.663862,1.685664,81.860086,yes,yes,2.392084,3.778609,Sometimes,no,2.548005,yes,0.768610,0.949414,Sometimes,Public_Transportation,0
Female,18.864144,1.620772,73.287485,yes,yes,2.926685,1.110942,Sometimes,no,1.197364,no,0.012236,1.350828,Sometimes,Public_Transportation,0
Male,21.261871,1.784982,89.700520,no,yes,2.126491,1.129297,Sometimes,no,1.076691,no,1.031505,0.476485,Frequently,Public_Transportation,0
Female,16.682780,1.685839,76.505232,no,yes,1.746340,3.952164,Sometimes,no,2.607900,no,2.688220,0.530826,no,Public_Transportation,0
Male,28.283431,1.730352,105.127621,yes,yes,2.803281,2.913526,Sometimes,no,2.895247,no,0.110818,0.174937,Sometimes,Public_Transportation,0
Male,17.857026,1.765462,64.599110,yes,yes,1.793720,2.681218,Sometimes,no,1.006842,no,2.492412,1.615233,Sometimes,Public_Transportation,0
Female,16.599531,1.659250,86.850843,yes,yes,1.361866,2.621546,Sometimes,no,1.176025,no,2.033240,0.437565,Sometimes,Public_Transportation,0
Male,20.376919,1.831175,51.290682,yes,yes,2.220899,3.100512,Sometimes,no,1.111229,no,2.498521,0.734871,no,Public_Transportation,0
Male,26.723561,1.799448,113.604522,yes,yes,2.845954,1.327755,Sometimes,no,1.376954,no,1.521374,0.220522,Sometimes,Public_Transportation,1
Female,22.051193,1.627262,90.987309,yes,yes,1.025170,2.292793,Sometimes,no,1.009098,no,1.113704,1.115955,Sometimes,Public_Transportation,0
Male,19.602971,1.728980,50.938832,yes,yes,2.197149,2.044767,Sometimes,no,1.105768,no,0.562983,1.465142,Frequently,Public_Transportation,0
Male,29.764052,1.680673,78.848387,yes,yes,1.770723,1.940674,Sometimes,no,1.430619,no,2.480125,1.773320,Sometimes,Automobile,0
Male,23.035805,1.688698,142.366421,yes,yes,2.749297,2.661404,Sometimes,no,1.217489,no,2.034034,1.989444,Sometimes,Public_Transportation,0
Female,16.013031,1.684566,88.722722,yes,yes,1.257562,3.534377,Sometimes,no,2.596876,no,2.883893,0.506463,Sometimes,Automobile,0
Male,15.834681,1.794236,81.030378,yes,no,1.778897,2.546049,Sometimes,no,2.201698,no,1.843360,1.045537,Sometimes,Public_Transportation,0
Female,19.534260,1.684857,56.017445,no,yes,1.567686,3.669033,Sometimes,no,1.518761,no,2.608203,0.989649,no,Public_Transportation,0
Male,16.916640,1.851669,52.885882,no,no,2.822339,3.698783,Frequently,no,2.168629,no,0.560271,1.914472,no,Public_Transportation,0
Male,16.885093,1.809097,96.203464,yes,yes,1.577092,1.830582,Sometimes,no,1.419108,no,1.529388,1.479869,Sometimes,Public_Transportation,0
Female,22.217339,1.630586,72.572115,yes,yes,1.499744,3.216168,Sometimes,no,2.043711,no,2.840866,1.175684,no,Public_Transportation,0
Male,19.760616,1.682191,55.832859,yes,yes,2.412775,1.446050,Sometimes,no,2.888999,no,2.354639,1.967665,Sometimes,Public_Transportation,0
Male,21.551878,1.606348,50.062188,yes,yes,2.316803,3.842733,Sometimes,no,2.385667,no,1.274794,1.572374,Sometimes,Automobile,0
Male,28.832938,1.796445,116.886055,yes,yes,1.798415,3.172582,Sometimes,no,1.816471,no,1.625533,1.346648,Sometimes,Public_Transportation,1
Male,32.896993,1.718559,59.634576,yes,yes,2.696966,3.603526,Sometimes,no,1.361644,no,0.103938,0.764285,Sometimes,Public_Transportation,0
Male,23.773052,1.795628,124.582573,yes,no,1.864834,1.290558,Sometimes,no,2.682452,no,1.867650,1.287509,no,Public_Transportation,1
Female,27.404860,1.672849,93.660429,yes,yes,1.591726,3.746514,Sometimes,no,2.205642,no,1.802333,1.204183,Sometimes,Public_Transportation,0
Female,17.843878,1.603637,83.018524,yes,yes,1.140352,2.694020,Sometimes,no,2.770610,no,0.704451,0.103506,no,Public_Transportation,0
Male,34.353176,1.568997,38.951102,yes,yes,2.327504,3.648191,no,no,2.418002,no,1.426478,0.538769,Sometimes,Public_Transportation,0
Female,17.446342,1.635767,55.683934,yes,yes,2.930556,2.619327,Always,no,1.322294,no,0.877191,1.569902,Frequently,Automobile,0
Female,15.352904,1.765208,93.009993,yes,yes,1.673204,1.235197,Sometimes,yes,1.519481,no,0.141812,1.299148,no,Public_Transportation,0
Male,16.642951,1.744755,102.491251,yes,no,2.373821,3.115712,Sometimes,no,1.024891,no,2.066558,0.812431,Sometimes,Automobile,0
Female,16.313068,1.580527,61.490223,no,yes,1.526420,3.578047,Sometimes,no,1.616590,no,2.317894,1.879784,no,Public_Transportation,0
Female,16.488574,1.712703,93.726706,no,no,1.713243,3.589763,Sometimes,no,1.807948,no,2.244361,1.646887,Sometimes,Public_Transportation,0
Male,40.044499,1.822133,122.101111,yes,yes,1.709927,3.419660,Sometimes,no,2.916360,yes,1.777528,0.132826,no,Automobile,1
Male,24.692626,1.744698,119.700936,yes,yes,2.901754,3.854987,Sometimes,no,1.179709,no,0.160186,1.285545,Frequently,Automobile,1
Female,21.627727,1.614747,75.345323,yes,yes,2.717764,3.200563,Sometimes,no,2.321247,no,1.323528,0.496794,Sometimes,Public_Transportation,0
Male,17.583218,1.776343,141.802129,no,yes,1.075404,1.065362,Sometimes,yes,2.913646,no,1.017532,1.157600,Sometimes,Public_Transportation,0
Female,19.832312,1.582072,45.937629,yes,yes,1.860026,3.240478,Sometimes,no,1.126507,no,0.535621,1.336816,Sometimes,Public_Transportation,0
Female,16.713485,1.721906,67.320327,yes,yes,2.495820,3.395550,Sometimes,no,2.077565,no,0.730892,0.666171,Sometimes,Public_Transportation,0
Male,33.948174,1.776612,109.949068,yes,yes,2.076062,2.476341,Sometimes,no,1.930037,no,0.786804,0.503509,Sometimes,Public_Transportation,1
Female,15.128129,1.604050,67.437272,yes,yes,1.836197,1.798592,Sometimes,yes,1.210564,yes,2.917516,1.485224,Frequently,Public_Transportation,0
Female,16.671639,1.660957,47.380865,yes,yes,1.491588,2.935378,Sometimes,no,1.210899,no,0.440752,0.973652,Sometimes,Public_Transportation,0
Male,21.174955,1.790622,55.134887,yes,yes,2.224858,1.531711,Sometimes,no,1.194313,no,1.907826,0.664842,no,Public_Transportation,0
Female,16.542189,1.652335,72.115666,yes,yes,1.840179,1.343862,Sometimes,yes,2.430481,no,2.950753,1.394141,Sometimes,Public_Transportation,0
Male,44.349483,1.799039,118.454085,yes,yes,2.845721,2.449419,Sometimes,no,2.649120,no,0.042761,1.300715,Sometimes,Automobile,1
Female,18.598325,1.640494,79.194748,yes,yes,2.409790,1.900420,Sometimes,no,2.145131,no,2.550209,0.481201,Sometimes,Public_Transportation,0
Male,35.953003,1.846749,126.361320,yes,yes,2.586188,2.867314,Sometimes,no,2.746196,no,0.813353,1.000268,Sometimes,Public_Transportation,1
Male,21.878038,1.825604,121.896662,yes,yes,2.612878,1.162127,Sometimes,no,1.111415,no,1.691544,1.246361,Sometimes,Public_Transportation,1
Female,25.126280,1.622238,56.548767,yes,yes,1.055507,1.204603,Sometimes,no,2.662456,no,0.900632,0.249776,Sometimes,Public_Transportation,0
Male,29.472019,1.777697,121.842988,yes,yes,2.594492,1.472112,Sometimes,no,2.384843,no,1.825838,0.689576,Sometimes,Public_Transportation,1
Male,19.445368,1.764582,93.672936,yes,yes,2.852548,2.382822,Sometimes,no,2.888157,no,2.907092,1.313125,Sometimes,Automobile,0
Male,20.054959,1.685123,77.807433,no,yes,1.741809,3.114196,Sometimes,no,1.961077,no,1.724693,1.677110,Sometimes,Public_Transportation,0
Male,23.295295,1.835732,57.302620,yes,yes,1.008814,1.822444,Sometimes,no,1.736423,no,1.764142,0.915916,Sometimes,Public_Transportation,0
Female,26.241563,1.749465,48.385976,yes,no,2.605396,2.221431,Sometimes,no,1.450282,no,2.433992,1.373338,no,Public_Transportation,0
Female,23.380824,1.605216,77.060104,yes,yes,1.405558,1.103837,Sometimes,no,1.118458,no,2.852852,0.658441,Sometimes,Public_Transportation,0
Female,23.435031,1.602607,84.253430,yes,yes,1.371303,1.623440,Sometimes,no,1.015083,no,2.590560,1.243717,Sometimes,Public_Transportation,0
Male,15.942801,1.631550,68.226453,no,yes,2.174856,3.229639,Sometimes,no,1.056781,no,0.025620,1.650942,Sometimes,Automobile,0
Male,18.008089,1.754521,142.841898,yes,yes,1.352664,3.792259,Sometimes,no,1.244050,no,0.912095,1.800293,Sometimes,Public_Transportation,0
Male,39.124046,1.890345,141.628319,yes,no,1.999167,3.130139,Sometimes,no,2.945249,no,2.290600,1.457232,no,Public_Transportation,1
Male,29.542351,1.865125,59.938427,yes,yes,1.114250,2.570541,Sometimes,no,2.937335,no,1.212308,0.422108,no,Public_Transportation,0
Female,18.108327,1.709521,68.803482,yes,yes,1.294391,1.679035,Sometimes,no,2.521885,no,0.719429,0.996598,no,Public_Transportation,0
Male,26.230742,1.764468,116.717136,yes,yes,2.898238,1.191096,Frequently,no,1.625400,no,1.482922,1.406707,Sometimes,Automobile,1
Female,21.275008,1.614298,69.753587,yes,yes,2.842448,1.511916,Sometimes,no,2.103732,no,2.853737,0.318167,Sometimes,Public_Transportation,0
Female,17.935546,1.689296,62.559113,yes,yes,2.193951,2.820965,Sometimes,no,2.242120,yes,2.113766,1.632422,Sometimes,Public_Transportation,0
Male,16.026443,1.743055,150.426929,yes,yes,1.672215,2.960549,Sometimes,yes,2.736519,no,2.390127,1.856435,Sometimes,Public_Transportation,0
Male,18.134990,1.748071,52.268734,yes,yes,1.792610,1.614150,Sometimes,no,2.646259,no,0.546588,0.286793,Sometimes,Public_Transportation,0
Female,15.896370,1.691971,51.166284,yes,yes,2.402160,1.188209,Frequently,no,2.777759,no,1.558926,0.995331,Frequently,Public_Transportation,0
Female,21.153652,1.681132,121.784964,yes,yes,1.664264,1.426258,Sometimes,no,1.581194,no,1.260443,1.787709,Sometimes,Public_Transportation,0
Female,19.721690,1.631577,45.144188,yes,yes,1.300524,3.841262,Sometimes,no,1.050435,no,0.973880,0.802729,no,Automobile,0
Female,16.216116,1.740860,84.609024,yes,yes,1.080326,2.576634,Sometimes,no,2.150998,no,1.319459,1.522075,Sometimes,Automobile,0
Male,29.950813,1.817246,121.267260,yes,yes,1.839557,3.217397,Sometimes,no,2.424848,no,2.436056,0.146832,Sometimes,Automobile,1
Male,20.568422,1.727831,57.795625,yes,yes,2.999291,3.249175,Sometimes,no,2.887726,no,2.982066,0.288684,Sometimes,Public_Transportation,0
Female,23.253753,1.620578,121.853363,yes,yes,2.490261,1.098274,Sometimes,no,1.624236,no,2.792366,1.290350,Sometimes,Public_Transportation,0
Female,28.357730,1.661978,71.386140,yes,no,1.852063,3.670680,Sometimes,no,2.261443,no,2.621941,0.672963,no,Public_Transportation,0
Male,27.544935,1.748659,121.062679,yes,yes,2.070063,1.514641,Frequently,no,1.312377,no,0.432944,0.895253,Frequently,Public_Transportation,1
Female,20.419550,1.672112,85.066144,yes,yes,2.040954,3.956792,Sometimes,no,1.570201,no,0.269277,1.631768,Sometimes,Public_Transportation,0
Female,18.214990,1.690558,58.450417,no,yes,1.797146,2.914140,Frequently,no,2.957322,no,1.769648,1.728250,Sometimes,Public_Transportation,0
Male,29.308977,1.760695,108.204533,yes,yes,2.000218,1.207350,Always,no,1.019452,no,0.613747,0.381926,no,Public_Transportation,1
Male,23.764590,1.708140,83.403936,yes,no,2.785214,1.739976,Sometimes,no,2.102763,no,1.423000,0.140807,no,Public_Transportation,0
Female,19.452678,1.584369,77.603623,no,yes,1.089201,2.534383,Sometimes,no,1.351758,no,2.031312,0.968527,Sometimes,Public_Transportation,0
Male,19.935966,1.786125,100.352871,yes,yes,1.750438,2.925016,Sometimes,no,1.444940,no,1.649321,0.548974,Sometimes,Public_Transportation,0
Female,26.835698,1.652993,57.662891,yes,yes,2.441747,3.435722,Sometimes,no,2.871990,yes,0.071567,0.583235,no,Automobile,0
Female,21.075942,1.557243,78.012451,yes,no,1.998426,3.701851,Sometimes,no,2.033612,no,0.266537,0.230486,Sometimes,Public_Transportation,0
Female,27.426305,1.661542,80.013741,yes,no,1.746480,1.783454,Sometimes,no,2.935685,no,1.103449,0.692296,no,Public_Transportation,0
Male,23.614539,1.844628,146.447431,yes,yes,2.571175,3.560469,Sometimes,no,1.335627,no,2.164666,0.870090,Sometimes,Public_Transportation,0
Female,14.699263,1.538392,45.266464,yes,yes,1.026223,2.571741,no,no,2.378399,no,0.769731,1.130671,Sometimes,Public_Transportation,0
Female,23.599417,1.613696,125.068200,yes,yes,2.700134,3.302973,Sometimes,no,2.741975,no,1.366752,0.628251,Sometimes,Public_Transportation,0
Female,25.409970,1.572258,80.926965,yes,yes,1.757091,3.864353,Sometimes,no,1.611680,no,2.302745,0.565082,Sometimes,Public_Transportation,0
Male,27.485615,1.789274,77.995161,yes,yes,2.325021,1.853049,Sometimes,no,2.597845,no,0.651584,0.812154,Sometimes,Automobile,0
Male,16.403682,1.708797,88.435096,no,yes,2.625123,1.775590,Sometimes,no,1.861076,no,2.795986,1.000901,Sometimes,Automobile,0
Male,18.714081,1.801841,93.956650,yes,yes,1.380100,1.267671,Sometimes,no,1.723982,no,2.966981,1.145702,Sometimes,Automobile,0
Female,15.946425,1.684117,75.267714,yes,yes,2.530980,2.781018,Sometimes,no,1.065259,no,2.877698,0.677231,Sometimes,Public_Transportation,0
Female,15.346762,1.554687,59.738648,yes,yes,1.178068,2.158143,Sometimes,no,1.880088,no,1.896585,1.440386,Sometimes,Public_Transportation,0
Female,22.428671,1.681351,85.433936,yes,no,1.596124,2.986530,Sometimes,no,1.571374,no,2.009565,0.471183,no,Automobile,0
Female,18.709257,1.684982,53.294099,yes,yes,2.974097,2.682029,Sometimes,no,1.339204,no,1.154697,1.630792,Sometimes,Public_Transportation,0
Male,16.338227,1.737885,89.658489,yes,yes,2.463758,2.219107,Sometimes,no,1.786407,no,1.545122,0.381824,Sometimes,Public_Transportation,0
Female,20.627122,1.630807,54.428570,yes,yes,2.827996,3.639231,Sometimes,no,2.132133,no,1.283197,0.683910,Sometimes,Public_Transportation,0
Male,26.077363,1.765630,110.183400,yes,yes,2.625288,1.986407,Sometimes,no,2.039831,no,0.470825,0.005741,Sometimes,Automobile,1
Female,25.976503,1.767893,106.884207,yes,yes,1.753935,2.544678,Sometimes,no,1.915694,no,2.054857,1.084412,Sometimes,Public_Transportation,0
Female,21.463228,1.636284,73.883910,yes,no,2.509748,1.502968,Sometimes,no,2.311637,no,1.017501,1.226031,Sometimes,Automobile,0
Female,20.337625,1.648180,71.123181,no,no,1.001925,3.063098,Sometimes,no,2.507853,no,2.988194,1.359912,no,Public_Transportation,0
Female,28.328425,1.778894,86.278204,no,yes,1.460028,1.511836,Sometimes,no,2.965111,no,1.997246,0.347297,no,Public_Transportation,0
Female,16.408436,1.613713,81.539549,yes,yes,2.043736,3.329192,Sometimes,no,2.921872,no,0.384567,0.985445,Sometimes,Public_Transportation,0
Male,17.673466,1.759885,61.900682,no,yes,1.617834,2.181010,Sometimes,no,2.948091,no,0.769138,0.361993,no,Public_Transportation,0
Male,17.951871,1.853616,83.232821,no,yes,2.595181,2.729813,Sometimes,no,1.794872,no,1.982886,0.045785,no,Walking,0
Female,17.739907,1.754661,55.354102,yes,no,1.717647,3.143228,Sometimes,no,2.625062,no,1.217026,1.255087,no,Public_Transportation,0
Female,15.574185,1.619721,106.972901,yes,yes,2.225345,2.617635,Sometimes,no,2.238063,no,2.180157,1.979404,Sometimes,Public_Transportation,0
Male,18.913294,1.787409,100.422789,yes,yes,1.410391,2.608668,Frequently,no,2.457907,no,0.534875,1.981094,Sometimes,Public_Transportation,0
Female,15.208561,1.705530,62.112216,yes,yes,1.454637,2.775836,Sometimes,no,2.973776,no,2.488034,1.597688,Sometimes,Public_Transportation,0
Female,22.176934,1.583218,60.166161,yes,yes,2.604055,2.985686,Frequently,no,1.067341,no,2.416305,0.022512,Sometimes,Public_Transportation,0
Female,28.120881,1.604178,48.522051,yes,yes,1.955628,2.468934,Sometimes,no,2.153272,yes,2.929091,0.582821,Sometimes,Public_Transportation,0
Female,19.986471,1.703481,62.134315,no,yes,2.445012,1.613305,Sometimes,no,2.093200,no,1.299421,1.723518,Sometimes,Public_Transportation,0
Male,16.820233,1.804310,85.742602,yes,no,2.074734,1.791885,Sometimes,no,1.767565,no,2.729385,0.643176,Sometimes,Motorbike,0
Female,17.691842,1.732419,84.146884,yes,yes,1.921413,1.868969,Frequently,no,2.807906,no,1.387394,0.159036,Sometimes,Public_Transportation,0
Female,22.040486,1.744604,66.605939,yes,yes,1.164183,2.711805,Sometimes,no,2.403099,no,0.274190,0.483147,Sometimes,Public_Transportation,0
Female,29.296871,1.610203,46.192421,yes,yes,2.598241,1.587737,Frequently,no,1.521456,no,1.162209,0.058459,no,Public_Transportation,0
Female,19.239660,1.676436,80.685477,yes,yes,1.037703,2.218442,Sometimes,no,2.374652,no,2.619453,1.261834,Sometimes,Automobile,0
Male,24.296829,1.788695,108.080484,yes,yes,2.056422,2.030160,Sometimes,no,2.913707,no,2.541276,1.339272,Sometimes,Public_Transportation,0
Female,23.011606,1.495254,104.530099,yes,yes,1.487477,3.758360,Sometimes,no,1.109626,no,0.867500,1.452981,Frequently,Public_Transportation,0
Male,30.449908,1.769504,115.902520,yes,yes,1.687907,1.225850,Always,no,2.329677,no,2.094770,1.386141,Sometimes,Automobile,1
Female,24.532278,1.625360,101.192377,yes,yes,1.281998,1.109387,Sometimes,no,2.783401,no,0.838439,0.495542,Sometimes,Public_Transportation,0
Female,24.455800,1.675829,65.270542,yes,yes,1.563100,3.376768,Sometimes,no,1.582638,no,0.286877,0.477305,Sometimes,Automobile,0
Female,20.295582,1.584470,115.813312,yes,no,1.698974,2.023636,Sometimes,no,1.443276,no,1.899662,1.010618,Sometimes,Automobile,0
Male,15.251973,1.785818,85.128982,yes,yes,2.774555,3.030634,Sometimes,no,2.895598,no,2.266214,1.380326,Frequently,Public_Transportation,0
Female,17.113318,1.661159,48.628280,yes,yes,2.620558,2.895304,Sometimes,no,2.742658,no,0.826331,1.225380,Sometimes,Public_Transportation,0
Female,23.535541,1.659618,57.721759,yes,yes,1.582785,3.337115,Sometimes,no,1.581830,no,2.156029,0.387917,Sometimes,Public_Transportation,0
Female,25.614004,1.660095,89.220867,yes,yes,2.607885,1.287105,Frequently,no,2.436405,no,1.269975,1.747281,no,Public_Transportation,0
Male,20.515782,1.778734,69.694580,yes,yes,1.644636,2.570504,Sometimes,no,2.926477,no,2.484628,0.329022,Sometimes,Public_Transportation,0
Male,29.511270,1.801793,113.649392,yes,yes,2.140765,2.941869,no,no,2.088596,no,0.036252,1.361674,Sometimes,Public_Transportation,1
Male,15.265857,1.799643,103.813911,yes,yes,2.345034,3.670164,Sometimes,yes,1.612079,no,1.460110,1.835253,Sometimes,Automobile,0
Female,22.465619,1.673590,87.128901,yes,yes,2.640759,1.349336,Sometimes,no,2.315034,no,1.749987,1.310132,Sometimes,Automobile,0
Male,18.288295,1.741086,81.320692,yes,yes,1.629861,1.130677,Sometimes,no,2.157718,yes,1.086038,0.851647,Sometimes,Public_Transportation,0
Female,20.469371,1.649669,43.036737,no,yes,2.535592,1.071639,Sometimes,no,2.930654,no,0.264538,0.212832,Sometimes,Public_Transportation,0
Female,25.000000,1.630000,93.000000,no,no,3.000000,4.000000,Always,no,1.000000,no,2.000000,0.000000,no,Public_Transportation,1
Female,26.923020,1.674990,94.082539,yes,yes,2.015799,2.363380,Sometimes,yes,1.533062,no,0.032776,0.352957,Sometimes,Public_Transportation,0
Male,19.237285,1.862159,85.136274,yes,yes,1.610550,3.417614,Sometimes,no,1.317104,no,1.000031,1.166646,Sometimes,Automobile,0
Female,15.198811,1.675511,79.831351,no,yes,2.977513,2.693115,Sometimes,no,1.065285,no,0.520651,0.085528,Sometimes,Public_Transportation,0
Male,28.829009,1.750232,89.619184,yes,yes,1.648008,3.891005,Sometimes,no,1.017770,no,0.564192,0.011828,Sometimes,Public_Transportation,0
Female,17.849536,1.668611,60.307736,yes,no,2.562435,2.847104,Sometimes,no,2.890490,yes,2.609498,1.461790,Sometimes,Public_Transportation,0
Female,15.045138,1.736477,130.460905,yes,yes,1.709882,3.397223,Sometimes,no,1.369728,no,1.976263,0.796352,no,Automobile,0
Female,17.060908,1.752418,74.536064,yes,yes,2.646718,1.995334,Sometimes,no,2.570940,no,1.384465,0.403283,Sometimes,Public_Transportation,0
Male,20.448846,1.820064,116.060837,no,yes,1.273170,3.718932,Frequently,no,2.729172,no,2.244335,0.740146,no,Automobile,0
Male,23.340375,1.727252,104.942198,yes,yes,1.739319,3.997201,Sometimes,no,1.753077,no,1.398650,1.417098,Sometimes,Public_Transportation,1
Female,26.434556,1.666915,49.602337,yes,yes,2.260204,2.547027,no,no,2.111676,no,2.703694,1.361024,no,Automobile,0
Female,25.281919,1.656344,64.357164,yes,yes,2.176842,1.296245,Sometimes,no,2.905060,no,2.237690,0.270422,Sometimes,Public_Transportation,0
Female,15.407736,1.498232,59.132685,no,yes,2.199340,1.057620,Sometimes,no,2.183492,no,2.019505,1.478257,Sometimes,Public_Transportation,0
Male,14.846973,1.781892,89.504068,yes,yes,2.677924,2.556608,no,no,2.400394,no,0.395414,0.223144,Frequently,Public_Transportation,0
Male,24.356466,1.696193,108.551050,yes,yes,2.918578,2.635279,Sometimes,no,1.632200,no,0.975065,1.298395,Frequently,Automobile,1
Male,20.874636,1.787893,52.316225,yes,no,1.729383,1.428750,Frequently,no,1.347152,no,0.538434,0.502280,Frequently,Public_Transportation,0
Female,22.463101,1.658441,86.334843,yes,yes,1.233605,1.074947,Sometimes,no,2.788888,no,0.071775,1.620011,no,Public_Transportation,0
Female,18.114938,1.788329,72.274067,yes,yes,1.155266,2.750634,Sometimes,no,2.154290,no,1.849969,0.120683,no,Automobile,0
Male,23.387428,1.719172,88.633798,yes,yes,2.190711,2.798261,Sometimes,no,2.729644,yes,0.877769,0.079763,Sometimes,Public_Transportation,0
Male,32.676016,1.716811,113.994467,yes,yes,1.619329,2.766184,Sometimes,no,1.367949,no,0.752253,1.093633,no,Public_Transportation,1
Female,22.894099,1.597257,83.764225,yes,yes,1.220340,1.695808,Sometimes,no,2.445904,no,2.328116,1.430649,Sometimes,Public_Transportation,0
Male,34.199000,1.776376,124.245511,yes,no,2.356721,2.805646,Sometimes,no,2.827265,no,1.425576,1.303435,Sometimes,Public_Transportation,1
Female,24.366541,1.673232,82.677614,no,yes,1.881810,1.617821,Sometimes,no,2.567612,no,0.776874,0.801751,Sometimes,Public_Transportation,0
Female,26.838927,1.644204,54.228975,yes,yes,2.573143,1.077927,Sometimes,no,2.926013,no,1.655916,0.162861,Sometimes,Public_Transportation,0
Female,20.100508,1.612711,74.452642,no,yes,2.708834,3.675173,Sometimes,no,2.683260,no,2.012425,1.902725,Sometimes,Public_Transportation,0
Female,31.354974,1.747546,114.361578,yes,yes,2.567496,1.792031,Sometimes,no,1.261651,no,1.178032,0.997222,Sometimes,Public_Transportation,0
Female,21.064003,1.621947,56.748706,yes,yes,2.948390,2.266864,no,no,2.327209,no,1.834241,0.764384,Sometimes,Automobile,0
Female,16.752687,1.606975,42.992125,yes,yes,2.701784,1.478734,Sometimes,no,1.238516,no,2.036649,0.299095,Sometimes,Public_Transportation,0
Male,30.330969,1.744208,116.531362,yes,yes,1.866260,3.497515,Sometimes,no,1.590954,no,0.512333,0.259296,Frequently,Public_Transportation,1
Female,33.198871,1.671949,89.246906,yes,yes,1.504999,1.721906,Frequently,no,2.098458,no,1.914287,0.568648,Sometimes,Public_Transportation,0
Male,26.144154,1.729183,113.429711,yes,yes,2.636406,1.816138,Sometimes,no,2.465475,no,0.997743,0.381779,Sometimes,Public_Transportation,0
Male,33.816524,1.711276,105.433332,yes,yes,2.868586,2.175097,Sometimes,no,1.617528,no,1.436684,1.458776,Sometimes,Public_Transportation,1
Male,21.056265,1.786588,66.952878,yes,yes,1.565073,1.786521,Frequently,no,2.802130,no,0.905288,1.344126,Frequently,Public_Transportation,0
Female,14.456415,1.716877,82.515394,yes,yes,1.139384,1.923971,Frequently,no,1.925076,no,0.962572,1.762497,Sometimes,Public_Transportation,0
Female,17.093809,1.615831,54.837540,yes,yes,2.223678,2.375034,Sometimes,no,1.118807,no,0.312314,1.301931,Sometimes,Public_Transportation,0
Male,23.346488,1.807282,91.586478,yes,yes,2.904520,2.124495,Sometimes,no,2.316393,no,0.742315,0.683142,Sometimes,Automobile,0
Male,23.496008,1.850361,126.145792,yes,yes,2.524280,3.924150,Sometimes,no,2.345620,no,0.061589,0.697761,no,Automobile,0
Male,17.366805,1.776655,76.172822,yes,yes,2.658828,3.569805,Sometimes,no,1.311066,no,1.448904,0.513778,Sometimes,Public_Transportation,0
Male,22.244091,1.701049,109.306049,yes,yes,1.998641,3.805909,Sometimes,no,2.951669,no,0.456003,1.467588,Sometimes,Public_Transportation,1
Male,22.705648,1.712524,106.945338,no,no,1.653735,1.886491,Frequently,no,2.098887,no,1.130693,0.562334,no,Automobile,0
Male,21.028198,1.771755,122.909906,yes,yes,1.554311,2.834797,Sometimes,no,1.430686,no,0.616399,1.266091,Sometimes,Public_Transportation,1
Male,23.688337,1.844818,57.324373,yes,yes,2.533657,1.296121,Sometimes,no,1.696340,no,0.064931,1.013219,Sometimes,Public_Transportation,0
Female,18.899504,1.592688,117.457419,yes,yes,1.035406,2.344174,Sometimes,no,2.090287,no,2.301935,1.249306,Sometimes,Public_Transportation,0
Male,32.336900,1.758056,109.698154,yes,yes,2.454055,1.584468,Sometimes,no,2.736158,no,0.721119,0.554883,Sometimes,Public_Transportation,1
Male,17.960660,1.786500,61.586802,yes,yes,2.207395,2.239278,Sometimes,no,2.971072,no,0.467252,1.579648,no,Public_Transportation,0
Male,24.523858,1.765014,50.509676,yes,yes,1.058936,2.634620,Sometimes,no,2.191008,no,0.236272,1.061313,Sometimes,Public_Transportation,0
Female,18.565642,1.562771,40.898632,yes,yes,1.893003,1.891752,Sometimes,no,1.730500,no,1.048739,0.748268,Sometimes,Public_Transportation,0
